bar_index,engine_state,resolver_state,category,reason_code
3813,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3814,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3834,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3839,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3840,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3841,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3855,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3856,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3858,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3859,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3860,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3861,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3862,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3865,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3866,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3867,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3868,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
3869,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
3872,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3873,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3874,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3880,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3881,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3886,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3900,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3901,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3905,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3914,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3919,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3922,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3932,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3933,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3934,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3936,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3937,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3938,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3940,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3941,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3942,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3945,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3946,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3951,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3952,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3954,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3959,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3960,DISPLACEMENT,SWEEP,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
3961,DISPLACEMENT,SWEEP,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
3962,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3970,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3972,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3974,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3979,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3980,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3981,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3994,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3995,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3996,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
3997,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4007,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4008,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4010,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4026,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4037,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4045,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4046,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4051,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4052,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4053,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4057,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4078,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4079,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4080,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4081,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4095,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4096,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4099,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4100,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4101,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4106,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4110,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4125,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4126,RANGE,DISPLACEMENT,B,False-positive narrative from pipeline flags / sticky dwell 
4127,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4128,SWEEP,SHADOW_PENDING,B,SHADOW_PENDING timing depends on HTF-reset displacement memo
4129,SWEEP,SHADOW_PENDING,B,SHADOW_PENDING timing depends on HTF-reset displacement memo
4130,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4140,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4141,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4142,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4147,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4148,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4150,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4153,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4154,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4156,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4157,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4158,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4165,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4179,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4180,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4181,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4192,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4193,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4201,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4208,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4209,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4210,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4214,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4220,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4221,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4222,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4233,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4234,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4241,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4245,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4246,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4265,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4266,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4268,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4269,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4270,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4272,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4273,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4276,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4277,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4279,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4280,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4281,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4301,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4302,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4304,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4305,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4306,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4324,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4325,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4326,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4328,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4329,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4330,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4337,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4338,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4340,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4341,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4342,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4343,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4344,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4345,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4346,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4349,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4350,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4353,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4355,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4356,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4357,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4368,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4369,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4373,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4382,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4385,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4400,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4401,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4410,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4418,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4419,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4420,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4421,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4425,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4426,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4429,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4430,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4431,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4432,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4433,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4440,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4442,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4446,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4448,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4449,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4450,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4456,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4457,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4462,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4463,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4464,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4465,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4466,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4467,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4468,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4469,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4475,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4476,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4477,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4480,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4481,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4482,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4489,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4490,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4498,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4509,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4511,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4512,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4513,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4514,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4516,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4517,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4518,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4519,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4520,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4521,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4522,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4523,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4524,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4525,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4527,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4528,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4529,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4531,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4532,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4533,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4539,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4540,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4541,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4542,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4551,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4552,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4553,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4565,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4566,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4578,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4596,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4597,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4598,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4600,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4601,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4602,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4604,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4605,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4606,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4608,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4609,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4610,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4612,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4613,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4614,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4620,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4621,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4622,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4624,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4625,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4626,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4638,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4644,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4645,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4651,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4652,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4653,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4668,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4669,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4681,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4689,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4690,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4693,DISPLACEMENT,SWEEP,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4694,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4708,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4710,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4711,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
4712,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
4713,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4714,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4715,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4716,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4717,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4718,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4719,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4720,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4721,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4722,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4723,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4724,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4725,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4726,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4727,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4728,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4729,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4730,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4731,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4732,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4733,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4734,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4735,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4736,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4737,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4738,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4739,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4740,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4741,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4742,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4743,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4744,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4745,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4746,EXPANSION,SWEEP,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4747,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4748,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4749,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4750,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
4751,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
