script_path,script_name,folder,intent,status_hints,claim_class_or_authority,primary_inputs,primary_outputs,related_episode_or_id,last_mtime,notes
scripts/analysis/session_certification.py,session_certification.py,analysis,"M12B / F-054-SESSION-CERT — canonical FeaturePipeline `session` certification. REWRITTEN 2026-07-31 (semantic layer audit, post-implementation revalidation): this probe was last generated 2026-07-14 against the v3.0 3-value hour PARTITION ({0,1,2} = Asia/London/NY, `0 if h<8 else 1 if h<16 else 2`). FM-052 was migrated to v4.0 on 2026-07-22 (SCHEMA-V4-VECTOR-MIGRATION) to a 5-value WINDOW model with real overlapping market sessions (`features/session_classifier.py`) — this probe went stale against that migration and was never updated, so `python session_certification.py` was silently REJECT...",probe; certification; parity,,,,CRT,2026-08-01T00:02:24+05:30,
scripts/analysis/session_filter_funnel_probe.py,session_filter_funnel_probe.py,analysis,"session_filter_funnel_probe.py =============================== Why do XAUUSD CRT RETESTs die at the session filter, and when would one pass? The Excel trace over 2026-07-22 -> 2026-08-07 found 2 RETESTs and 0 trades, both killed at crt_engine_v2.py:3096-3130 with `off_session:OFF_SESSION`. n=2 cannot say how often a RETEST *would* pass, so this probe replays a large corpus and measures the whole gate chain, then re-runs it under three counterfactual arms to isolate which of the clock, the allowed set, or the window widths is actually binding.",probe; shadow,,config_layer.crt_engine_v2; config_layer.production_config; data/XAUUSD_M15.csv,,shadow; CRT; XAUUSD,2026-08-13T18:21:14+05:30,
scripts/analysis/shadow_cross_range_restoration_probe.py,shadow_cross_range_restoration_probe.py,analysis,"shadow_cross_range_restoration_probe.py ======================================== MEASURE-ONLY probe (READ-ONLY w.r.t. src/): does a CRT SHADOW_PENDING->EXPANSION restoration (StateMachine.try_shadow_pending_to_expansion, crt_engine_v2.py:1070-1094) resurrect a displacement candle from a DIFFERENT HTF range than the one currently active (""cross-range restoration""), and does the resulting episode end up rejected by the ""inverted SL"" guard in ExecutionEngine.build_trade (crt_engine_v2.py:2379-2390) more often than a same-range restoration does? Plan: C:\Users\Hi\.claude\plans\continuation-cont...",MEASURE-ONLY; READ-ONLY; probe,,config_layer.crt_engine_v2; config_layer.production_config; data/mt5/XAUUSD_M15.csv,,CRT; crt; XAUUSD,2026-08-29T12:22:15+05:30,
scripts/analysis/soft_conf_ema_double_update_probe.py,soft_conf_ema_double_update_probe.py,analysis,"soft_conf_ema_double_update_probe.py ===================================== MEASURE-ONLY probe (READ-ONLY w.r.t. src/): does the CRT soft-confirmation window's double EMA update per candle move the S-score vector, and in which direction? Defect under measurement (see plan file `pure-conversation-when-you-curried-ocean.md`): `EngineState.update_emas` fires TWICE on the same candle close during the RETEST/soft-confirmation window — crt_engine_v2.py:2617 (unconditional, pre-chain, every candle) crt_engine_v2.py:2976 (inside `elif self.state.evaluating_soft_conf:`, every candle of the confirmati...",MEASURE-ONLY; READ-ONLY; probe,,config_layer.crt_engine_v2; config_layer.production_config; data/mt5/XAUUSD_M15.csv,,CRT; XAUUSD,2026-08-04T23:23:34+05:30,
scripts/analysis/sweep_conditional_magnitude_probe.py,sweep_conditional_magnitude_probe.py,analysis,"sweep_conditional_magnitude_probe.py — same state path, different magnitude? READ-ONLY. DESCRIPTIVE ONLY.",READ-ONLY; probe; DESCRIPTIVE_ONLY; no economic,DESCRIPTIVE_ONLY; no economic claim,data/mt5/XAUUSD_M15.csv,results/decision_atlas_full; results/decision_atlas_full/sweep_conditional_magnitude_probe.json,SEM-015; CRT,2026-09-06T02:35:18+05:30,
scripts/analysis/sweep_state_persistence_probe.py,sweep_state_persistence_probe.py,analysis,"sweep_state_persistence_probe.py — did the move PERSIST, split by breaker/OB structure. READ-ONLY. DESCRIPTIVE ONLY.",READ-ONLY; probe; PROBE; DESCRIPTIVE_ONLY; no economic,DESCRIPTIVE_ONLY; no economic claim,,,,2026-09-06T02:32:06+05:30,
scripts/analysis/sweep_structure_economic_probe.py,sweep_structure_economic_probe.py,analysis,sweep_structure_economic_probe.py — does the TT/FF structural gap survive real costs? READ-ONLY. DESCRIPTIVE ONLY.,READ-ONLY; probe; DESCRIPTIVE_ONLY; no economic,DESCRIPTIVE_ONLY; no economic claim,,results/research/xauusd_mt5_cost_calibration,SEM-015; p001,2026-09-06T02:26:55+05:30,
scripts/analysis/trend_strength_certification.py,trend_strength_certification.py,analysis,M13B / F-054-TS-CERT — trend_strength certification. Governed identity: SMA10(diff(SMA20(close))) from raw close only. No pandas rolling/diff in the oracle.,certification,,,,,2026-07-14T12:00:16+05:30,
scripts/analysis/v3_config_parity.py,v3_config_parity.py,analysis,"v3_config_parity.py — prove v3 is decision-identical to v2, and that emission is neutral. CH-v3-unified-market-structure-v1. OBSERVATION / VERIFICATION ONLY — writes nothing into the repository's governed surfaces and never touches `configs/production/ACTIVE_VERSION`.",parity,,configs/production/ACTIVE_VERSION,,XAUUSD,2026-08-29T10:18:39+05:30,
scripts/analysis/volatility_regime_certification.py,volatility_regime_certification.py,analysis,M14B / F-054-VR — volatility_regime certification. Governed identity: int8 tercile of trailing percentile rank of absolute ATR14 built from high/low/close only (NOT relative atr).,certification,,,,,2026-07-14T12:09:04+05:30,
scripts/analysis/xauusd_crt_baseline_trace.py,xauusd_crt_baseline_trace.py,analysis,XAUUSD CRT baseline 16-bar (4h M15) executable trace runner. Reuses production FeaturePipeline + CRTEngine construction/replay semantics. Trace disabled during prefix; enabled for exactly 16 consecutive finalized bars.,frozen,,config_layer.crt_engine_v2; config_layer.production_config; data/mt5/XAUUSD_M15.csv,,Phase-1; CRT; MSIP; XAUUSD,2026-08-01T00:16:47+05:30,
scripts/analysis/xauusd_crt_transition_trace.py,xauusd_crt_transition_trace.py,analysis,XAUUSD_CRT_TRANSITION_TRACE_V1 — transition-rich executable coverage. Does NOT overwrite baseline V1. Selection (deterministic): - Normal CRT prefix with TRACE OFF - Find first executable RANGE → SWEEP (action SWEEP_DETECTED) - Capture PRE_CONTEXT (default 8) + transition bar + POST_CONTEXT (default 15) = 24 target bars - Also continue full-corpus scan (TRACE OFF except when collecting additional first-occurrence families) to populate transition coverage corpus index Emits: docs/governance/xauusd_crt_transition_trace/ xauusd_crt_transition_trace_v1.jsonl xauusd_crt_transition_trace_v1.manif...,,,config_layer.crt_engine_v2; config_layer.production_config,docs/governance/xauusd_crt_transition_trace/,CRT,2026-07-14T13:12:48+05:30,
scripts/analysis/xauusd_phase1_finish_validation.py,xauusd_phase1_finish_validation.py,analysis,Finish XAUUSD OHLCV Phase-1 validation on the frozen candidate (read-only). Runs remaining_phase1_validation checklist against the Phase-1 binding only. Does NOT promote AUTHORITATIVE / VALIDATED / ECONOMICALLY_ADMISSIBLE / APPROVED unless all gates pass and user later promotes (this script only records verdict).,READ-ONLY; frozen,,config_layer.production_config; data_ingestion.dataset_integrity; data_ingestion.ohlcv_schema; data_ingestion.xauusd_phase1_candidate,,Phase-1; Phase1CandidateError; XAUUSD,2026-07-10T20:43:45+05:30,
scripts/analysis/xauusd_strict_reject_forensic.py,xauusd_strict_reject_forensic.py,analysis,"Replay strict-fetch REJECT for the 50,169-row XAUUSD artifact (read-only). Does NOT write fingerprint reports. Prints gate decisions and exact missing tradable timestamps when Jul-4 known_gap is ablated.",READ-ONLY,,config_layer.production_config; data_ingestion.dataset_integrity; data_ingestion.session_autoderive,,XAUUSD,2026-07-10T19:59:20+05:30,
scripts/analysis/zone_assignment_parity_probe.py,zone_assignment_parity_probe.py,analysis,"ZoneGate assignment-parity probe — READ-ONLY. QUESTION -------- `docs/current-findings.md` F-041 records, unexplained, that the runtime Gaussian zone assignment agrees with the training label partition only 41.4% (per-zone 0.06-0.70). Why, and does the residual mean anything?",READ-ONLY; probe; PROBE; parity,Authority: research/governance,docs/analysis/f041b-zone-label-audit-BNBUSDT.json; docs/current-findings.md,,BNBUSDT,2026-07-22T01:05:40+05:30,
scripts/analysis/zone_registry_provenance_probe.py,zone_registry_provenance_probe.py,analysis,"Zone-registry provenance probe — READ-ONLY. QUESTION -------- `models/zone_registry.json` declares `source: ""discover_zones_v1_converted_to_gaussian""` and `weight_strategy: ""scale_free_v1""`, but no script in the repository emits the `v2_gaussian` schema. The converter is absent.",READ-ONLY; probe,Authority: research/governance,docs/analysis/f041b-zone-label-audit-BNBUSDT.json; docs/analysis/zone-registry-provenance-probe.LATEST.json,,BNBUSDT,2026-07-21T23:45:35+05:30,
scripts/research/_build_xauusd_library_and_eval.py,_build_xauusd_library_and_eval.py,research,_build_xauusd_library_and_eval.py — Phase 3+4: Representative Trace Library + Engine Evaluation. DESCRIPTIVE - information not authority (sec6.5); no edge/profit claim; failure structure only. Phase 3: Build a curated ~50-exemplar Representative Trace Library for human/LLM inspection.,information_not_authority,information_not_authority; no edge/profit claim; failure structure only,results/research/trace_corpus/xauusd/REPRESENTATIVE_LIBRARY.md; results/research/trace_corpus/xauusd/representative_exemplars.jsonl; results/research/trace_corpus/xauusd/ENGINE_EVALUATION.md; results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,results/research/trace_corpus/xauusd/REPRESENTATIVE_LIBRARY.md; results/research/trace_corpus/xauusd/representative_exemplars.jsonl; results/research/trace_corpus/xauusd/ENGINE_EVALUATION.md; results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,Phase 3; Phase 4; xauusd,2026-07-16T21:07:49+05:30,
scripts/research/_corpus_inspect.py,_corpus_inspect.py,research,Quick inspection of the XAUUSD trace corpus.,,,results/research/trace_corpus/xauusd/trace_corpus.jsonl; data/*XAUUSD*; data/**/*XAUUSD*,results/research/trace_corpus/xauusd/trace_corpus.jsonl,XAUUSD; xauusd,2026-07-16T20:57:27+05:30,
scripts/research/_enrich_xauusd_corpus.py,_enrich_xauusd_corpus.py,research,"_enrich_xauusd_corpus.py — Phase 1: Enrich XAUUSD trace corpus with feature vectors. DESCRIPTIVE — information not authority (§6.5); no edge/profit claim; failure structure only. Loads XAUUSD M15 OHLCV, runs FeaturePipeline to produce 38-dim canonical features, then for each trace in the corpus extracts the feature vector at entry_index and populates the feature_* fields.",information_not_authority,information_not_authority; no edge/profit claim; failure structure only,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl; results/research/trace_corpus/xauusd/trace_corpus.jsonl; data/XAUUSD_M15.csv,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl; results/research/trace_corpus/xauusd/trace_corpus.jsonl,Phase 1; XAUUSD; xauusd,2026-07-16T20:58:56+05:30,
scripts/research/_enrich_xauusd_engines.py,_enrich_xauusd_engines.py,research,"_enrich_xauusd_engines.py — Phase 2: Enrich XAUUSD trace corpus with engine outputs. DESCRIPTIVE — information not authority (§6.5); no edge/profit claim; failure structure only. For each enriched trace, runs all 4 engines (CRT, Gaussian, Zone Gate, RR) and computes fusion composite scores.",information_not_authority,information_not_authority; no edge/profit claim; failure structure only,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,Phase 2; CRT; crt; XAUUSD; xauusd,2026-07-16T21:02:44+05:30,
scripts/research/_fix_eval_auc.py,_fix_eval_auc.py,research,Hotfix: regenerate ENGINE_EVALUATION.md with correct AUC/IC computation.,,,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl,CRT; xauusd,2026-07-16T21:08:06+05:30,
scripts/research/_patch_xauusd_report_tradenet.py,_patch_xauusd_report_tradenet.py,research,One-shot: mark TradeNet as BLOCKED (dim mismatch) in summary + report.,,,,,XAUUSD; xauusd,2026-07-28T11:04:01+05:30,
scripts/research/_show_top_decile_n9.py,_show_top_decile_n9.py,research,Show why nb_top_decile has n=9 on protocol v1 units.,,,,results/gaussian_xauusd_econ/xau_metals_protocol_v1/units_scored.jsonl,gate1; p10,2026-07-23T02:55:26+05:30,
scripts/research/_verify_outputs.py,_verify_outputs.py,research,Verify all enrichment outputs.,,,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl; results/research/trace_corpus/xauusd/REPRESENTATIVE_LIBRARY.md; results/research/trace_corpus/xauusd/representative_exemplars.jsonl; results/research/trace_corpus/xauusd/ENGINE_EVALUATION.md; results/research/trace_corpus/xauusd,results/research/trace_corpus/xauusd/trace_corpus_enriched.jsonl; results/research/trace_corpus/xauusd/REPRESENTATIVE_LIBRARY.md; results/research/trace_corpus/xauusd/representative_exemplars.jsonl; results/research/trace_corpus/xauusd/ENGINE_EVALUATION.md; results/research/trace_corpus/xauusd,XAUUSD; xauusd,2026-07-16T21:06:20+05:30,
scripts/research/_watch_h_rr.py,_watch_h_rr.py,research,Watch H-RR-THRESHOLD-001 until REPORT.md exists or processes die.,,,,print(; #,H-RR,2026-07-17T03:47:43+05:30,
scripts/research/ablate_zone_thr_xauusd_fusion.py,ablate_zone_thr_xauusd_fusion.py,research,Full-fusion ZoneGate threshold ablation on XAUUSD. Gate-ON (BACKTEST_ENGINE_GATE=1) so EngineRunner fusion actually runs — the research default is gate-OFF (F-037). Sweeps engine_runner.zone_cluster_threshold with weight_zone_gate fixed at the active 0.2.,MEASURE-ONLY,Authority: research,,,XAUUSD,2026-07-20T20:14:16+05:30,
scripts/research/accepted_trade_attribution.py,accepted_trade_attribution.py,research,"accepted_trade_attribution.py — Study 1: does feature→outcome edge EMERGE after selection? Re-runs the Edge Attribution metrics on ONLY the CRT-accepted/executed trades (the ~15-35 per run the pipeline actually took), pooled across all `results/**/*_trades.csv`, vs the per-candle baseline (AUC 0.515 / R² 0.004 on 203k opportunities). If accepted-trade AUC rises ≫0.55 with durable marginal features → feature edge is real post-selection.",READ-ONLY,,,docs/analysis/accepted-trade-attribution-2026-06-03.md; results/**/*_trades.csv; results/edge_attribution/accepted_trade_attribution.json,CRT,2026-06-03T12:18:23+05:30,
scripts/research/analyze_clean_labels_tn_env.py,analyze_clean_labels_tn_env.py,research,"Five-stage analysis of TN_ENV_CLEAN_L1 clean labels (read-only). Stages: 1 Validate dataset (inventory, missing, distributions, imbalance, correlations) 2 Semantic redundancy (conditional rates, mutual dependence) 3 Architectural grouping (intelligence domains) 4 Predictability (feature association, temporal/side/vol stability) 5 Architecture implications + ownership matrix (written into report) Usage: python scripts/research/analyze_clean_labels_tn_env.py python scripts/research/analyze_clean_labels_tn_env.py --dataset results/clean_labels/BNBUSDT/20260721T221711Z/clean_labels.jsonl",READ-ONLY,,results/clean_labels/BNBUSDT/20260721T221711Z/clean_labels.jsonl,results/clean_labels/BNBUSDT/20260721T221711Z/clean_labels.jsonl,BNBUSDT,2026-07-22T03:54:31+05:30,
scripts/research/analyze_trace_corpus.py,analyze_trace_corpus.py,research,"analyze_trace_corpus.py — DESCRIPTIVE distributions over the Mathematical Trace Corpus (ERP). Reads results/research/trace_corpus/xauusd/trace_corpus.jsonl and describes the 38-feature distributions overall and segmented by outcome / timing / MFE, plus a family comparison. This asks ""what mathematical structures repeatedly FAIL?"" — it is DESCRIPTIVE measurement: information, NOT authority (§6.5).",information_not_authority,information_not_authority; NO edge/profit claim; no edge/profit claim; failure structure only,results/research/trace_corpus/xauusd/trace_corpus.jsonl,results/research/trace_corpus/xauusd/trace_corpus.jsonl,ERP; p10; p25; xauusd,2026-07-16T18:20:32+05:30,
scripts/research/bitnet_population_label_audit.py,bitnet_population_label_audit.py,research,"bitnet_population_label_audit.py ================================ CLI: class balance after every CONTRACT-C preprocessing stage, multi-dataset. Read-only. Does NOT modify CONTRACT-C.",READ-ONLY,,data/XAUUSD_W2026-02-23-to-2026-05-21.csv; data/XAUUSD_W2026-03-23-to-2026-05-21.csv; data/BNBUSDT_M15.csv; data/XAUUSD_W*.csv; results/bitnet/audit/population_label_*.json,results/bitnet/audit/population_label_*.json,xauusd,2026-07-22T01:03:01+05:30,
scripts/research/bitnet_r25_kill_test.py,bitnet_r25_kill_test.py,research,bitnet_r25_kill_test.py ======================= CLI for BitNet R2.5 kill-test harness (Spec v1.2.6). Tries to falsify learning. PASS → earn R3 only.,kill-test,,data/BNBUSDT_M15.csv,results/bitnet/r25,,2026-07-22T00:45:10+05:30,
scripts/research/bitnet_shadow_diagnostic.py,bitnet_shadow_diagnostic.py,research,"bitnet_shadow_diagnostic.py — measure the EXISTING BitNet gate's effect on the CRT spine. WHAT THIS IS ------------ A cheap, decisive A/B: run the production CRT spine with the BitNet main gate OFF (active `v2_multi_2026_04`, `use_bitnet=false`) vs ON (`v2_multi_bitnet_shadow_2026_07`, `use_bitnet=true`, the SAME existing `model.json`). Because the gate only *rejects* candidates at `UltronRiskEngine.approve_with_soft_conf` (crt_engine_v2.py:1960-1968), the ON entry set is a subset of OFF.",shadow,,,,shadow; CRT; BNBUSDT,2026-07-18T02:33:31+05:30,
scripts/research/bnbusdt_analyze_report.py,bnbusdt_analyze_report.py,research,"bnbusdt_analyze_report.py — Stage 3: Analyze enriched trade dataset, produce report. Reads the enriched dataset (CSV) and computes: - Frequency statistics (trades/day/week/month, distribution by session/hour/weekday) - Feature clustering (winner vs loser comparison on key features) - Time analysis (median time to peak, continuation decay) - Hold-time research (expected return at 15/30/45/60/90 min exits) Outputs: docs/analysis/bnbusdt_performance_report.md",,,results/research/bnbusdt_trade_dataset.csv,docs/analysis/bnbusdt_performance_report.md; results/research/bnbusdt_trade_dataset.csv,,2026-06-13T02:56:33+05:30,
scripts/research/bnbusdt_conditional_edge.py,bnbusdt_conditional_edge.py,research,"bnbusdt_conditional_edge.py — READ-ONLY Simpson's-paradox / conditional-edge audit. Tests whether the aggregate ""no edge on BNBUSDT"" hides a conditional pocket where a behavior beats the random_uniform control on REALIZED NET EXPECTANCY. Strict discipline (lessons from the adversarial audit): * realized net expectancy only — never the (low-power) opportunity profile * every bucket compared to random_uniform IN THE SAME BUCKET (never to zero) * Benjamini-Hochberg across ALL bucket tests (reused from qualification.py) * survivor requires bh_q<0.05 AND |ΔE|>0.05R (significance alone is not eno...",READ-ONLY,,,results/research/bnbusdt_conditional_edge.json,BNBUSDT,2026-06-10T23:28:49+05:30,
scripts/research/bnbusdt_enrich_trades.py,bnbusdt_enrich_trades.py,research,"bnbusdt_enrich_trades.py — Stage 2: Enrich trades CSV with MFE/MAE/return horizons. Reads the fresh production backtest CSV + M15 candle history. Computes per-trade: - MFE (max favorable excursion) - MAE (max adverse excursion) - time_to_peak (candles to best price) - time_to_bottom (candles to worst price) - return_15m, 30m, 45m, 60m, 90m (returns at each horizon) Outputs enriched dataset as CSV + JSONL + Parquet.",,,data/BNBUSDT_M15.csv; results/research/bnbusdt_trade_dataset.csv; results/research/bnbusdt_trade_dataset.jsonl; results/research/bnbusdt_trade_dataset.parquet,results/research/bnbusdt_authoritative/run_20260613_025416_BNBUSDT/BNBUSDT_trades.csv; results/research/bnbusdt_trade_dataset.csv; results/research/bnbusdt_trade_dataset.jsonl; results/research/bnbusdt_trade_dataset.parquet,,2026-09-10T00:43:48+05:30,
scripts/research/bnbusdt_forensics.py,bnbusdt_forensics.py,research,"bnbusdt_forensics.py — Layer-6 forensic root-cause analysis (thin CLI). Runs BOTH shipped behaviors (expansion_breakout, mean_reversion) on BNBUSDT only, replays every signal under intrabar_fixed (governing) and close_only (measure-only optimistic bound), persists per-trade JSONL, and writes the aggregated forensic report. EXPLANATION ONLY — no optimization, no new hypotheses, no promotion.",MEASURE-ONLY,,,,BNBUSDT; bnbusdt,2026-06-11T12:17:43+05:30,
scripts/research/build_bar_matrix.py,build_bar_matrix.py,research,"build_bar_matrix.py — Stage 0 of the profitable-entry oracle program (SEM-018). Emits ONE ROW PER BAR carrying every feature and state the repository declares, so the outcome-first labeler has a single aligned surface to join against. No such artifact exists today: every consumer recomputes the pipeline, and the per-bar CRT state, the semantic state families, the parent/HTF dimension and the regime label each live in a different script at a different cadence and a different schema version.",Research-only,,config_layer.crt_engine_v2; config_layer.production_config; data_ingestion.corpus_gate; docs/analysis/feature-identity-state-inventory-2026-08-19.xlsx,,SEM-018; CRT; XAUUSD,2026-09-09T12:22:46+05:30,
scripts/research/build_boundary_hypothesis_eval.py,build_boundary_hypothesis_eval.py,research,CLI: zone-boundary vs center hypothesis for DISPLACEMENT enrichment.,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,XAUUSD; xauusd,2026-07-21T00:10:18+05:30,
scripts/research/build_clean_labels_tn_env.py,build_clean_labels_tn_env.py,research,"Thin CLI: dual TradeNet + EnvelopeNet clean-label builder (GATE-L / ENV-L). Research tooling only. No spine wire, no train promote, no production config mutation.",,,data_ingestion.xauusd_phase1_candidate; data/BNBUSDT_M15.csv; results/clean_labels/<instrument>/<run_id>/,results/clean_labels/<instrument>/<run_id>/,BNBUSDT; XAUUSD,2026-07-23T13:35:00+05:30,
scripts/research/build_crt_zone_crosstab.py,build_crt_zone_crosstab.py,research,CLI: CRT State × Zone cross-tabulation on XAUUSD Phase-1 (or any OHLCV).,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,Phase-1; CRT; XAUUSD; xauusd,2026-07-20T21:46:43+05:30,
scripts/research/build_displacement_zone_event_study.py,build_displacement_zone_event_study.py,research,CLI: DISPLACEMENT lead/lag vs rare zone entries (1/4/5/6).,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,XAUUSD; xauusd,2026-07-20T23:10:35+05:30,
scripts/research/build_episodes.py,build_episodes.py,research,Thin CLI: build an OpportunityEpisode corpus (protocol OE_L1). Research tooling only. Reads the production ledger / detection stream OFFLINE and writes to results/research/episodes/.,probe; parity,,data/BNBUSDT_M15.csv,results/research/episodes/,BNBUSDT,2026-07-23T01:28:43+05:30,
scripts/research/build_gaussian_delta_gap_eval.py,build_gaussian_delta_gap_eval.py,research,"CLI: H-GAUSS-DELTA-001 — signed Δ=ML−H calibration-gap study (measure-only). Prereg: docs/research-readiness/h-gauss-delta-001-preregistration.md Does NOT build a coordinator, flip gaussian_impl, or write production config. Usage ----- python scripts/research/build_gaussian_delta_gap_eval.py --instrument BNBUSDT python scripts/research/build_gaussian_delta_gap_eval.py --instrument ETHUSDT python scripts/research/build_gaussian_delta_gap_eval.py --all-majors",MEASURE-ONLY; research only,,docs/research-readiness/h-gauss-delta-001-preregistration.md; data/{instrument.upper()}_M15.csv,,BNBUSDT,2026-07-21T01:18:45+05:30,
scripts/research/build_gaussian_family_shadow_eval.py,build_gaussian_family_shadow_eval.py,research,CLI: Gaussian family shadow_ml agreement + geometry-conditioned economics. Research-only. Writes under results/zone_maps/ (or --out-dir).,Research-only; research only,,data_ingestion.xauusd_phase1_candidate; results/zone_maps/; data/ETHUSDT_M15.csv; data/mt5/XAUUSD_M15.csv; data/{inst}_M15.csv; results/zone_maps,results/zone_maps/; results/zone_maps,BNBUSDT; XAUUSD,2026-07-21T00:42:47+05:30,
scripts/research/build_rare_zone_context_filter_eval.py,build_rare_zone_context_filter_eval.py,research,CLI: rare-zone entry × CRT context (RANGE vs SWEEP) precision/recall/calibration.,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,CRT; XAUUSD; xauusd,2026-07-20T23:59:49+05:30,
scripts/research/build_rare_zone_detection_eval.py,build_rare_zone_detection_eval.py,research,CLI: rare-zone entry as DISPLACEMENT event detector (precision/recall/baselines).,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,XAUUSD; xauusd,2026-07-20T23:21:37+05:30,
scripts/research/build_rare_zone_fa_characterization.py,build_rare_zone_fa_characterization.py,research,CLI: partition rare-zone FAs by zone; label 20-bar CRT evolution; vs TPs.,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,CRT; XAUUSD; xauusd,2026-07-20T23:46:56+05:30,
scripts/research/build_resampled_data.py,build_resampled_data.py,research,"build_resampled_data.py — Program 3 data prep: M15 -> {H1, H4} for the crypto majors. Thin CLI. Reads each major's M15 CSV via the PROVEN `CandleLoader` (so the dataset integrity/sequence guards run), aggregates with the deterministic `research.resample` resampler, and writes `data/resampled/{INST}_{TF}.csv` in the canonical OHLCV schema that `CandleLoader` re-reads.",,,DATA; data/resampled/{INST}_{TF}.csv; data/resampled,,BNBUSDT,2026-06-13T21:51:50+05:30,
scripts/research/build_rr_dataset_from_clean_labels.py,build_rr_dataset_from_clean_labels.py,research,"build_rr_dataset_from_clean_labels.py ===================================== Adapter: TN_ENV_CLEAN_L2 clean-label rows -> rr_dataset.json payload shape. WHY THIS EXISTS --------------- The default RR dataset path (scripts/data/build_rr_dataset.py -> config_layer.rr.rr_dataset_builder.extract_target) reads the raw `outcome` / `rr_achieved` fields straight off opportunities.jsonl. That stream is the F-022 detection stream, only ~36.8% self-consistent (SL_HIT recorded on paths that never touch the stop).",kill-test,,config_layer.rr.rr_dataset_builder; data/build_rr_dataset.py; results/clean_labels/{instrument}/<run>/clean_labels.jsonl,results/clean_labels/{instrument}/<run>/clean_labels.jsonl,XAUUSD,2026-07-23T14:03:26+05:30,
scripts/research/build_trace_corpus.py,build_trace_corpus.py,research,"build_trace_corpus.py — Mathematical Trace Corpus from toy-family (+ spine) executions (ERP). DESCRIPTIVE measurement artifact — NOT an edge claim, NOT a discovery of profitable factors. For every executed trade of expansion_breakout / mean_reversion / spine on the certified XAUUSD frozen candidate, join the 38 canonical PIT features AT THE ENTRY BAR to the forward outcome (rr/MFE/MAE/timing).",READ-ONLY; frozen,,data_ingestion.xauusd_phase1_candidate,,ERP; XAUUSD; xauusd,2026-07-16T20:07:35+05:30,
scripts/research/build_zone_census.py,build_zone_census.py,research,CLI: full-corpus HistoricalZoneMapper census (occupancy / dwell / transitions).,,,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; results/zone_maps,results/zone_maps,Phase-1; XAUUSD; xauusd,2026-07-20T21:41:33+05:30,
scripts/research/candle_state_report.py,candle_state_report.py,research,"candle_state_report.py — consolidate Program 4b/4c/4d into one evidence table (incl. failures). Reads the deterministic Stage-1 (transition_information.json) and Stage-2 (qualify_transitions.json) artifacts and emits: * candle_state_results.csv — every program × group row (Stage-1 stats + Stage-2 verdict), the user's ""single consolidated evidence table covering every tested hypothesis, including failures."" * EDGE_SUMMARY.md — executive summary + Program-4 closure status.",,,,*; results/research/candle_state,,2026-06-26T21:29:03+05:30,
scripts/research/certify_xauusd_corpus.py,certify_xauusd_corpus.py,research,"certify_xauusd_corpus.py — offline certification of the canonical XAUUSD M15 corpus (ERP T1). Certifies the ONLY governance-approved XAUUSD M15 load target — the Phase-1 frozen candidate `data/mt5/XAUUSD_M15.csv` (sha256 4d73f5ce…, 47,275 rows, 2024-05-22 → 2026-05-21) — via the existing corpus-authority machinery, and stamps a provenance `run_manifest`. It changes NOTHING: the corpus stays FROZEN_CANDIDATE_PENDING_PHASE1_VALIDATION (NOT authoritative / validated / economically admissible).",frozen; certification,,data_ingestion.dataset_integrity; data_ingestion.ohlcv_schema; data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; data/XAUUSD_M15.csv,,Phase-1; Phase1CandidateError; ERP; XAUUSD,2026-07-16T14:35:19+05:30,
scripts/research/convert_zones_v1_to_gaussian.py,convert_zones_v1_to_gaussian.py,research,"Convert a `discover_zones` v1 registry into the `v2_gaussian` runtime schema. RECOVERED ARTIFACT — 2026-07-21 ------------------------------- `models/zone_registry.json` declares `source: ""discover_zones_v1_converted_to_gaussian""` and `weight_strategy: ""scale_free_v1""`, but the script that produced it was absent from the repository. This file is a RECONSTRUCTION, not the original.",DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,,,BNBUSDT,2026-07-22T23:44:32+05:30,
